IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name_IXPDB,IXP_name_PCH,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_Creation_PCH,Date_Update_PCH,Date_Update_IXPDB,IXP_Website,IXP_Url_Stats,IXP_Url_Stats_PCH
SK,167,1521,559,SIX - Ko??ice (Slovak Internet eXchange - Ko??ice),Slovak Internet Exchange Ko??ice,SIX.SK Ko??ice,Ko??ice,Europe,2012-01-30T00:00:00Z,20080600,2019/8/7,2019-05-09T14:59:30Z,http://www.six.sk,http://www.six.sk/statske,['https://www.six.sk/stats/kosice/aggregated-ke-day.png']
FR,31,71,69,lyonix,Lyon Internet Exchange,LyonIX,Lyon,Europe,2010-07-29T00:00:00Z,20100601,2019/8/7,2019-08-07T13:04:58Z,http://www.lyonix.net/,http://noc.rezopole.net/,"['https://vm-monitoring-1.rezopole.net/stats-services/all_traffic_exchanged_lyonix/lyonix-day.png', 'https://vm-monitoring-1.rezopole.net/stats-services/all_traffic_exchanged_lyonix/lyonix-day.png']"
GB,18,64,53,LONAP Network (LONAP Ltd.),London Network Access Point,LONAP,London,Europe,2010-07-29T00:00:00Z,19980000,2019/8/7,2019-08-07T00:01:41Z,https://www.lonap.net/,https://www.lonap.net/bandwidth.shtml,['https://www.lonap.net/mrtg/lonap-total-day.png']
GB,1,62,18,LINX LON1,London Internet Exchange,LINX LON1,London,Europe,2010-07-29T00:00:00Z,19941108,2018/8/22,2019-08-07T13:04:58Z,https://www.linx.net/,https://stats.linx.net/,
GB,600,62,321,LINX LON2,London Internet Exchange,LINX LON2,London,Europe,2010-07-29T00:00:00Z,19941108,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net/,https://stats.linx.net/,
GB,349,1332,583,LINX Manchester,IXManchester powered by LINX,LINX Manchester,Manchester,Europe,2012-06-02T00:00:00Z,20120429,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net,http://portal.linx.net,
GB,409,1701,745,LINX Scotland,IXScotland powered by LINX,LINX Scotland,Scotland,Europe,2013-08-20T00:00:00Z,20131000,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net,http://portal.linx.net,
AT,3,15,50,VIX (Vienna Internet Exchange),Vienna Internet Exchange,VIX,Vienna,Europe,2010-07-29T00:00:00Z,19960400,2019/7/28,2019-08-05T11:01:16Z,http://www.vix.at,https://www.vix.at/vix_statistics.html,"['https://www.vix.at/typo3conf/ext/vixSum/graph.php?86400', 'https://www.vix.at/typo3conf/ext/vixSum/ip_specific_graph.php?time=86400&address_family=6']"
HU,55,99,55,BIX (Budapest Internet Exchange),Budapest Internet Exchange,BiX,Budapest,Europe,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-06-16T23:26:47Z,http://bix.hu/en,http://bix.hu/en/statistics,"['http://stats.bix.hu/graph.cgi?type=Octets&portid=aggregated&start=1563105059&end=1563191459', 'http://stats.bix.hu/graph.cgi?type=Octets&portid=aggregated&start=1563105059&end=1563191459']"
BE,4,17,59,BNIX (Belgian National Internet Exchange),Belgian National Internet Exchange,BNIX,Brussels,Europe,2010-07-29T00:00:00Z,19950000,2019/7/28,2019-05-27T12:53:59Z,https://www.bnix.net,https://bnix.net/en/content/figures,"['https://ftp.belnet.be/images/total-newbnix-daily.png', 'https://ftp.belnet.be/images/total-newbnix-daily.png']"
CZ,15,55,71,NIX.CZ (NIX.CZ  z.s.p.o.),NIX.CZ - Neutral Internet eXchange for the Czech Republic,NIX.CZ,Prague,Europe,2010-07-29T00:00:00Z,19960831,2019/7/28,2019-08-06T14:00:18Z,http://www.nix.cz/,https://www.nix.cz/en/port/mrtg2/nix-all,['https://www.nix.cz/mrtg/NIX/nix-all-day.png']
PT,10,186,72,GIGAPIX (Gigabit Portuguese Internet Exchange),Gigabit Portuguese Internet Exchange Point,GigaPIX,Lisbon,Europe,2010-07-29T00:00:00Z,19951000,2019/7/28,2019-04-16T11:00:55Z,http://www.gigapix.pt,https://gigapix.pt/pt/informacao-tecnica/estatisticas-de-trafego/,"['https://193.137.196.180:8001/', 'https://193.137.196.180:8001/']"
LU,58,1234,297,LU-CIX (Luxembourg Commercial Internet Exchange),Luxembourg Commercial Internet Exchange,LU-CIX,Luxembourg,Europe,2010-07-29T00:00:00Z,20100000,2019/7/28,2019-06-18T08:35:29Z,https://www.lu-cix.lu/,,['http://pub.lu-cix.restena.lu/graphs/totals/past-day_500x250.png']
SK,552,574,299,NIX.SK (NIX.CZ  z.s.p.o. organizacna zlozka),NIX.SK - exSitelIX,NIX.SK,Bratislava,Europe,2010-07-29T00:00:00Z,20050801,2019/7/28,2019-08-06T14:00:14Z,https://www.nix.sk/sk,,"['https://www.nix.sk/mrtg/NIXSK/nixsk-all-day.png', 'https://www.nix.sk/mrtg/NIXSK/nixsk-all-day.png']"
HR,28,51,303,CIX (Croatian Internet eXchange),Croatian Internet Exchange,CIX,Zagreb,Europe,2010-07-29T00:00:00Z,20000000,2019/7/28,2019-05-28T06:00:44Z,http://www.cix.hr/,http://www.cix.hr/en/about-cix/traffic-statistics/traffic-summary,['https://www.srce.unizg.hr/multimedia/CIX-stat/ixp001-bits-day.png?1508187688']
GR,752,94,347,GR-IX::Athens (Greek Internet Exchange),GR-IX Athens,GR-IX::Athens,Athens,Europe,2010-07-29T00:00:00Z,20000000,2019/7/28,2019-07-31T08:01:57Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/,"['https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day', 'https://portal.gr-ix.gr/grapher/infrastructure?id=1&period=day']"
TR,560,1895,1150,DE-CIX Istanbul (DE-CIX Istanbul),DE-CIX Istanbul,DE-CIX Istanbul,Istanbul,Europe,2015-10-09T00:00:00Z,20150000,2019/7/28,2019-06-16T17:46:06Z,https://www.de-cix.net/locations/turkey/istanbul,https://www.de-cix.net/locations/turkey/istanbul/statistics,"['https://www.de-cix.net/traffic_IST-2days-1170-400.png', 'https://www.de-cix.net/traffic_IST-2days-1170-400.png']"
AL,746,1997,2004,ANIX (Albanian Neutral Internet eXchange),Albanian Neutral Internet eXchange,ANIX - Albanian Neutral Internet eXchange,Tirana,Europe,2017-11-13T14:18:57Z,20180000,2019/7/28,2019-02-20T10:06:14Z,http://www.anix.al,http://www.anix.al/stats,"['https://www.anix.al/stats/graphs/day.png', 'https://www.anix.al/stats/graphs/day.png']"
LT,741,2012,2005,BALT-IX (Baltic Internet Exchange),Baltic Internet Exchange,BALT-IX,Vilnius,Europe,2017-11-14T08:28:53Z,20170000,2019/7/28,2019-06-17T10:01:41Z,http://www.balt-ix.lt,http://stats.balt-ix.net,['http://stats.balt-ix.net/day.png']
GR,753,2065,2386,GR-IX::Thessaloniki (Greek Internet Exchange),GR-IX Thessaloniki,GR-IX::Thessaloniki,Thessaloniki,Europe,2018-11-02T11:13:23Z,20180000,2019/7/28,2019-07-31T08:02:00Z,http://www.gr-ix.gr/,http://www.gr-ix.gr/traffic/,"['https://portal.gr-ix.gr/grapher/infrastructure?id=3&period=day', 'https://portal.gr-ix.gr/grapher/infrastructure?id=3&period=day']"
BG,197,1194,326,Balkan-IX (Balkan Internet Exchange),Balkan Internet Exchange,B-IX,Sofia,Europe,2010-07-29T00:00:00Z,20100000,2019/7/28,2019-06-17T22:54:14Z,http://www.b-ix.net/,http://www.b-ix.net/technical/statistics/,"['http://www.b-ix.net/traffic_graph_daily.png', 'http://www.b-ix.net/traffic_graph_daily.png']"
BG,40,1137,331,BIX.BG (Bulgarian Internet eXchange),Bulgarian Internet eXchange,BIX.BG,Sofia,Europe,2010-07-29T00:00:00Z,20090801,2019/7/28,2019-06-16T23:14:37Z,http://www.bix.bg/,http://www.bix.bg/en/technical_information/traffic_statistics.html,['http://www.bix.bg/assets/images/Traffstats/bixtotal-days.png']
BG,413,1623,699,NetIX (NetIX),NetIX,NetIX,Sofia,Europe,2013-05-26T00:00:00Z,20130101,2019/7/28,2019-06-18T22:05:46Z,http://www.netix.net,http://212.73.140.125/summary/,"['https://212.73.140.125/cacti-exports/graphs/graph_438_1.png', 'https://212.73.140.125/cacti-exports/graphs/graph_438_1.png']"
CH,7,231,33,CIXP (CERN Internet Exchange Point),CERN Internet Exchange Point,CIXP,Geneva,Europe,2010-07-29T00:00:00Z,19950000,2019/7/28,2019-06-07T15:00:42Z,http://www.cixp.net/,http://cixp.net/technical/members-traffic,['https://netstat.cern.ch/monitoring/network-statistics/ext/graphit.php?title=CIXP-Total-Traffic&custom=EXT&rrdpath=CIXP_CIXP-Total-Traffic']
CH,34,234,60,Infrastructure #1 (SwissIX Internet Exchang),SwissIX,SwissIX,Zurich,Europe,2010-07-29T00:00:00Z,20010309,2019/7/28,2019-08-07T13:04:58Z,https://www.swissix.ch/,https://www.swissix.net/infrastructure/traffic,['https://www.swissix.ch/ss/trafficplotnew.php?id=99&mode=1day']
DE,9,83,31,DE-CIX FRA (DE-CIX Frankfurt),Deutscher Commercial Internet Exchange DE-CIX Frankfurt,DE-CIX Frankfurt,Frankfurt,Europe,2010-07-29T00:00:00Z,19950500,2019/7/28,2019-08-07T13:04:58Z,https://fra.de-cix.net,https://www.de-cix.net/en/locations/germany/frankfurt/statistics,"['https://www.de-cix.net/traffic_FRA-2days-1170-400.png', 'https://www.de-cix.net/traffic_FRA-2days-1170-400.png']"
DE,47,88,74,DE-CIX HAM (DE-CIX Hamburg),DE-CIX Hamburg,DE-CIX Hamburg,Hamburg,Europe,2010-07-29T00:00:00Z,20070000,2019/7/28,2019-08-06T13:02:11Z,https://ham.de-cix.net,https://www.de-cix.net/locations/germany/hamburg/statistics,"['https://www.de-cix.net/traffic_HAM-2days-1170-400.png', 'https://www.de-cix.net/traffic_HAM-2days-1170-400.png']"
DE,21,80,87,BCIX (BCIX Management GmbH),Berlin Commercial Internet Exchange,BCIX,Berlin,Europe,2010-07-29T00:00:00Z,20020906,2019/7/28,2019-08-05T12:01:12Z,https://www.bcix.de/,https://www.bcix.de/bcix/traffic/,['https://www.bcix.de/ixp/bcix/ixp001-bits-day.png']
DE,79,92,135,N-IX (Nurnberger Internet eXchange),Nürnberger Internet Exchange,N-IX,Nuernberg,Europe,2010-07-29T00:00:00Z,20030000,2019/7/28,2019-06-17T00:06:59Z,http://www.n-ix.net,,['http://mgmnt.n-ix.net/graph/Traffic-Daily.png']
DE,54,1271,248,DE-CIX MUC (DE-CIX Munich),DE-CIX Munich,DE-CIX Munich,Munich,Europe,2010-07-29T00:00:00Z,20100400,2019/7/28,2019-08-06T12:02:20Z,https://muc.de-cix.net,https://www.de-cix.net/locations/germany/munich/statistics,"['https://www.de-cix.net/traffic_MUC-2days-1170-400.png', 'https://www.de-cix.net/traffic_MUC-2days-1170-400.png']"
DE,565,1919,1214,DE-CIX DUS (DE-CIX Dusseldorf),DE-CIX Düsseldorf,DE-CIX Dusseldorf,Düsseldorf,Europe,2016-01-28T00:00:00Z,20110000,2019/7/28,2019-08-06T12:01:36Z,https://www.de-cix.net/locations/germany/dusseldorf,https://dus.de-cix.net,['https://www.de-cix.net/traffic_DUS-2days-1170-400.png']
DE,747,1990,1329,Community-IX DE,Community-IX,Community-IX,Berlin,Europe,2016-06-06T08:54:17Z,20160000,2019/7/28,2019-06-19T00:04:16Z,http://www.community-ix.de/,https://www.community-ix.de/technik/,['https://www.community-ix.de/ixp/grapher/ixp?period=day']
DE,775,2069,2084,LocIX (LocIX Internet Exchange),LocIX,LocIX,Frankfurt am Main,Europe,2018-02-01T13:31:42Z,20180000,2019/7/28,2019-07-24T15:01:38Z,https://locix.online,https://locix.online/stats,['http://vmanage.vserver.site/cacti/graph_image.php?action=edit&local_graph_id=95&rra_id=1']
ES,724,1951,1160,NIXVAL (Neutral Internet Exchange Valencia),Neutral Internet Exchange Valencia,NIXVAL-ix,Valencia,Europe,2015-11-02T00:00:00Z,20090000,2019/7/28,2019-06-16T21:48:15Z,https://www.nixval.com/en/internet-exchange/,https://www.nixval.com/internet-exchange/#1461682919055-d347c803-0192,"['https://ixp.nixval.com/mrtg/ixp_peering-nixval_ixp-bits-day.png', 'https://ixp.nixval.com/mrtg/ixp_peering-nixval_ixp-bits-day.png']"
ES,470,1936,1277,DE-CIX MAD (DE-CIX Madrid),DE-CIX Madrid,DE-CIX Madrid,Madrid,Europe,2016-04-13T14:11:26Z,20160601,2019/7/28,2019-08-07T12:01:48Z,https://mad.de-cix.net,https://www.de-cix.net/locations/spain/madrid/statistics,['https://www.de-cix.net/traffic_MAD-2days-1170-400.png']
FR,32,78,34,SFINX (Service for French Internet eXchange),Service for French Internet Exchange,SFINX,Paris,Europe,2010-07-29T00:00:00Z,19950000,2019/7/28,2019-05-28T06:05:44Z,http://www.sfinx.fr/,,['https://pasillo.renater.fr/ma/SFINX_Stats.png']
FR,41,1124,359,France-IX (FranceIX Paris),France-IX,France-IX Paris,Paris,Europe,2010-07-29T00:00:00Z,20101100,2019/7/28,2019-03-01T12:02:18Z,https://www.franceix.net,https://tools.franceix.net/pops,['https://tools.franceix.net/static/images/observium/all-par-1d.png']
FR,434,1656,880,France-IX (FranceIX Marseille),France-IX Marseille,France-IX Marseille,Marseille,Europe,2014-06-16T00:00:00Z,20110000,2019/7/28,2019-08-05T10:01:06Z,https://www.franceix.net/en/france-ix-marseille/,https://tools.franceix.net/pops,"['https://tools.franceix.net/static/images/observium/all-mrs-1d.png', 'https://tools.franceix.net/static/images/observium/all-mrs-1d.png']"
FR,564,2021,1019,AuvernIX (AuvernIX),AuvernIX,AuvernIX,Clermont-Ferrand,Europe,2015-01-30T00:00:00Z,20121030,2019/7/28,2019-08-07T13:04:58Z,http://www.auvernix.org,http://www.auvernix.org/nos-outils/,['http://traf.auvernix.net/traffic.png']
FR,559,1894,1149,DE-CIX Marseille (DE-CIX Marseille),DE-CIX Marseille,DE-CIX Marseille,Marseille,Europe,2015-10-09T00:00:00Z,20150900,2019/7/28,2019-06-16T23:23:48Z,https://mrs.de-cix.net,https://www.de-cix.net/locations/france/marseille/statistics,"['https://www.de-cix.net/traffic_MRS-2days-1170-400.png', 'https://www.de-cix.net/traffic_MRS-2days-1170-400.png']"
GB,281,1232,435,IXLeeds (Leeds Internet Exchange),Leeds Internet Exchange,IX Leeds,Leeds / Western Yorkshire,Europe,2010-09-21T00:00:00Z,20100920,2019/7/28,2019-06-17T23:52:49Z,http://ixleeds.net,http://ixleeds.net/graphs.php,['https://www.mixp.org/stats/aggregate-traffic-year.png']
IE,20,116,48,INEX LAN1 (Internet Neutral Exchange Association Limited by Guarantee),Internet Neutral Exchange Association Limited,INEX LAN1,Dublin,Europe,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-07T13:04:58Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,['https://www.inex.ie/ixp/grapher/ixp?id=1&type=png']
IE,645,116,387,INEX LAN2 (Internet Neutral Exchange Association Limited by Guarantee),Internet Neutral Exchange Association Limited,INEX LAN2,Dublin,Europe,2010-07-29T00:00:00Z,19960000,2019/7/28,2019-08-06T11:00:20Z,https://www.inex.ie/,https://www.inex.ie/ixp/statistics/ixp,['https://www.inex.ie/ixp/grapher/ixp?id=1&type=png']
IT,14,121,115,TOP-IX (Torino Piemonte Exchange Point),Torino Piemonte Exchange Point,TOP-IX,Turin,Europe,2010-07-29T00:00:00Z,20020400,2019/7/28,2019-08-07T13:04:58Z,http://www.top-ix.org,http://www.top-ix.org/traffic-summary,"['http://mrtg.top-ix.org/cgi-bin/14all.cgi?log=exchangedtraffic&cfg=exchangedtraffic.cfg&png=daily', 'http://mrtg.top-ix.org/cgi-bin/14all.cgi?log=exchangedtraffic&cfg=exchangedtraffic.cfg&png=daily']"
IT,38,1128,311,VSIX (VSIX Nap del Nord Est),VSIX NAP del Nord Est,VSIX,Padova,Europe,2010-07-29T00:00:00Z,20090901,2019/7/28,2019-08-07T13:04:58Z,http://www.vsix.it/,https://www.vsix.it/en/support/statistics.htm,"['https://www.vsix.it/stat.php?m=t&f=stats0.png', 'https://www.vsix.it/stat.php?m=t&f=stats0.png']"
IT,558,1890,1131,DE-CIX PMO (DE-CIX Palermo),DE-CIX Palermo,DE-CIX Palermo,Palermo,Europe,2015-08-26T00:00:00Z,20150902,2019/7/28,2019-07-15T09:02:23Z,https://pmo.de-cix.net,https://www.de-cix.net/en/locations/italy/palermo/statistics,['https://www.de-cix.net/traffic_PMO-2days-440-125.png']
NL,2,160,26,AMS-IX,Amsterdam Internet Exchange,AMS-IX,Amsterdam,Europe,2010-07-29T00:00:00Z,19971229,2019/7/28,2019-08-07T13:04:58Z,http://www.ams-ix.net/,https://www.ams-ix.net/statistics/,"['https://stats.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily', 'https://stats.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily']"
NL,27,572,64,NL-ix,Neutral Internet Exchange,NL-ix,Amsterdam,Europe,2010-07-29T00:00:00Z,20020301,2019/7/28,2019-08-07T13:04:58Z,https://www.nl-ix.net/,https://www.nl-ix.net/traffic.php,"['https://www.nl-ix.net/trafficImg.php', 'https://www.nl-ix.net/trafficImg.php']"
NO,199,1512,1418,TIX Troms?? (Troms?? Internet Exchange),Troms?? Internet exchange,TIX Troms??,Troms??,Europe,2016-08-22T23:28:39Z,20070000,2019/7/28,2019-06-18T08:43:42Z,https://www.nix.no,https://www.nix.no/statistics/,"['https://portal.nix.no/grapher/infrastructure?id=4', 'https://portal.nix.no/grapher/infrastructure?id=4']"
NO,200,1511,1419,SIX Stavanger (Stavanger Internet Exchange),Stavanger Internet exchange,SIX Stavanger,Stavanger,Europe,2016-08-22T23:30:20Z,20070000,2019/7/28,2019-06-17T08:19:11Z,https://www.nix.no,https://www.nix.no/statistics/,"['https://portal.nix.no/grapher/infrastructure?id=6', 'https://portal.nix.no/grapher/infrastructure?id=6']"
NO,193,1508,1420,TRDIX (Trondheim Internet Exchange),Trondheim Internet Exchange,TRDIX Trondheim,Trondheim,Europe,2016-08-22T23:33:31Z,20050000,2019/7/28,2019-06-17T08:16:16Z,https://www.nix.no,https://www.nix.no/statistics/,['https://portal.nix.no/grapher/infrastructure?id=5']
PL,436,2023,474,EPIX Warsaw (e-Poludnie Internet Exchange),EPIX.Warszawa-KIX,EPIX.Warszawa-KIX,Warsaw,Europe,2011-01-15T00:00:00Z,20130000,2019/7/28,2019-03-13T22:16:00Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,['https://newstats.epix.net.pl/epix-traffic-all-day.png']
PL,401,1636,482,TPIX (Orange Polska Internet Exchange),TPIX - Internet Exchange,TPIX,Warsaw,Europe,2011-02-06T00:00:00Z,20101100,2019/7/28,2019-06-13T21:05:54Z,http://www.tpix.pl/en,http://www.tpix.pl/en/statystyki_en.html,"['http://stats.tpix.pl/img/day.png', 'http://stats.tpix.pl/img/day.png']"
PL,548,2022,491,EPIX (e-Poludnie Internet Exchange),EPIX.Katowice,EPIX.Katowice,Katowice/Silesia,Europe,2011-03-25T00:00:00Z,20130000,2019/7/28,2019-06-19T07:19:12Z,http://www.epix.net.pl/,http://www.epix.net.pl/narzedzia/statystyki-epix/#epix-katowice-stats,"['https://newstats.epix.net.pl/epix-traffic-all-day.png', 'https://newstats.epix.net.pl/epix-traffic-all-day.png']"
RO,37,804,270,InterLAN Internet Exchange (Interlan IX),InterLAN-IX,InterLAN,Bucharest  Arad  Cluj-Napoca  Constanta  Craiova  Iasi  Suceava  Timisoara,Europe,2010-07-29T00:00:00Z,20070000,2019/7/28,2019-08-05T11:00:14Z,https://www.interlan.ro/en/,https://ixpm.interlan.ro/statistics/ixp,['http://netview.interlan.ro/graphs/graph_3615_1.png']
RO,291,1385,372,Balcan-IX (Balcan-IX),Balcan-IX,Balcan-IX,Bucharest,Europe,2010-07-29T00:00:00Z,20080000,2019/7/28,2019-06-19T21:10:23Z,http://www.balcan-ix.net,http://balcan-ix.net/new/en/traffic-statistics/,['http://trafic.balcan-ix.net/graph_image.php?action=view&local_graph_id=497&rra_id=1']
RU,489,1867,633,Sea-IX (South Russia IX),Sea-IX Internet exchange,Sea-IX,Krasnodar,Europe,2012-12-06T00:00:00Z,20121008,2019/7/28,2019-06-13T23:11:27Z,http://sea-ix.ru/,,['http://sea-ix.ru/images/stat/iptraf-daily.png']
RU,493,1988,683,YAR-IX (Yaroslavl Internet Exchange),Yaroslavl Internet Exchange,YAR-IX,Yaroslavl,Europe,2013-05-02T00:00:00Z,0,2019/7/28,2019-06-14T14:12:01Z,http://yar-ix.net,http://yar-ix.net/network/stat/,"['http://yar-ix.net/graph/total-yarix-daily.png', 'http://yar-ix.net/graph/total-yarix-daily.png']"
SE,5,227,70,Netnod - Stockholm (Netnod - Stockholm),Netnod Stockholm,Netnod Stockholm,Stockholm,Europe,2010-07-29T00:00:00Z,19970000,2019/7/28,2019-08-07T13:04:58Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,"['https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Stockholm_day_sum.png']"
SE,91,228,128,SOLIX - Stockholm (SOLIX),SOLIX,SOLIX,Stockholm,Europe,2010-07-29T00:00:00Z,20011200,2019/7/28,2019-05-28T06:09:22Z,https://www.sol-ix.net,,"['http://cacti.lidnet.net/graph_image.php?local_graph_id=4102&rra_id=0', 'http://cacti.lidnet.net/graph_image.php?local_graph_id=4102&rra_id=0']"
SE,100,222,192,Netnod - Gothenburg (Netnod - Gothenburg),Netnod Gothenburg,Netnod Gothenburg,Gothenburg,Europe,2010-07-29T00:00:00Z,19980000,2019/7/28,2019-05-28T06:25:17Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,['https://www.netnod.se/ix-stats/sums/Gothenburg_day_sum.png']
SE,145,225,257,Netnod - Lulea (Netnod - Lulea),Netnod Lule??,Netnod Lulea,Lulea,Europe,2010-07-29T00:00:00Z,20040900,2019/7/28,2019-06-17T06:53:30Z,http://www.netnod.se,http://www.netnod.se/ix/statistics/,"['https://www.netnod.se/ix-stats/sums/Lulea_day_sum.png', 'https://www.netnod.se/ix-stats/sums/Lulea_day_sum.png']"
LV,228,1236,364,SMILE (Santa Monica Internet Local Exchange),Santa Monica Internet Local Exchange,SMILE-IXP,Riga,Europe,2010-07-29T00:00:00Z,20051011,0000-00-00,2019-06-17T14:39:25Z,http://www.smile-ixp.net,,
AT,276,1225,377,AAIX (Alpes Adria Internet Exchange),Alpes Adria Internet Exchange,AAIX,Klagenfurt,Europe,2010-07-29T00:00:00Z,20100000,0000-00-00,2019-06-19T00:55:28Z,http://www.aaix.at/,,
LT,467,926,400,LIPTAM (Lietuvos Interneto paslaug?? tiek??j?? apsikeitimo mazgu),Lithuanian Internet service providers exchange unit,LIPTAM,Vilnius,Europe,2010-07-29T00:00:00Z,20080000,0000-00-00,2019-06-18T12:09:02Z,http://is.lt/,,
RS,292,1350,424,SOX (Serbian Open eXchange),Serbian Open Exchange,SOX Serbia,Belgrade/Serbia,Europe,2010-09-26T00:00:00Z,20100900,0000-00-00,2019-06-17T23:55:45Z,http://www.sox.rs,,
FI,172,1515,492,FICIX - Oulu (Finnish Communication and Internet Exchange - Oulu),Finnish Communication and Internet Exchange Oulu,FICIX 3 (Oulu),Oulu,Europe,2011-03-19T00:00:00Z,20080000,0000-00-00,2019-05-29T00:20:34Z,http://www.ficix.fi/,http://stats.ficix.fi/,
EE,479,1365,538,RTIX (Tallinn Governmental Internet Exchange),Tallinn Governmental Internet Exchange,RTIX,Tallinn,Europe,2011-11-10T00:00:00Z,20090700,0000-00-00,2019-06-13T22:22:25Z,https://www.ria.ee/en.html,,
LT,482,2043,542,litix (Lithuanian Internet exchange),Lithuanian peering center,Litix,Vilnius,Europe,2011-11-10T00:00:00Z,0,0000-00-00,2019-06-13T22:30:11Z,http://datalogistics.lt/en/node/99,,
AT,663,1979,1009,Tirol-IX (Tirol-IX),Tirol-IX,Tirol-IX,Innsbruck/Tirol,Europe,2015-01-13T00:00:00Z,0,0000-00-00,2019-06-18T23:43:05Z,http://tirol-ix.at/,http://tirol-ix.at/,
FI,171,1516,1332,FICIX - Espoo (Finnish Communication and Internet Exchange - Espoo),Finnish Communication and Internet Exchange Espoo,FICIX 1 (Espoo),Espoo,Europe,2016-06-14T22:19:37Z,19930000,0000-00-00,2019-05-29T00:19:46Z,https://www.ficix.fi/,https://stats-ficix.basen.com/#/page?name=StatsWelcome&source=wiki,
LV,686,2027,1748,MSK-IX Riga,MSK-IX Riga,MSK-IX Riga,Riga,Europe,2017-05-23T14:28:50Z,20180000,0000-00-00,2019-06-18T23:58:41Z,http://www.msk-ix.ru/en/ix/rix,http://www.msk-ix.ru/en/traffic,
PT,782,2033,2131,Equinix Lisbon,Equinix Lisbon,Equinix Lisbon,Lisbon,Europe,2018-03-22T13:46:38Z,20180000,0000-00-00,2019-06-16T21:33:22Z,https://ix.equinix.com/home/lisbon/,https://ix.equinix.com/,
MK,760,2123,2276,IXP.Mk,IXP.mk,IXP.mk,Skopje,Europe,2018-07-23T19:08:37Z,20160000,0000-00-00,2019-06-17T15:43:32Z,http://ixp.mk,,
PT,765,2062,2531,DE-CIX LIS (DE-CIX Lisbon),DE-CIX Lisbon,DE-CIX Lisbon,Lisbon,Europe,2019-03-15T16:39:59Z,20190000,0000-00-00,2019-07-26T17:01:12Z,https://www.de-cix.net/en/locations/portugal/Lisbon,,
BG,731,1978,1056,IX-SOF (Sofia IX),Megaport MegaIX Sofia,MegaIX Sofia,Sofia,Europe,2015-04-06T00:00:00Z,20160600,0000-00-00,2019-08-06T06:01:46Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,
BG,666,1892,1089,T-CIX (T-CIX),T-CIX,T-CIX,Bulgaria / Europe,Europe,2015-05-20T00:00:00Z,20150518,0000-00-00,2019-06-18T12:22:07Z,http://www.t-cix.net,,
CH,632,1982,1094,GE-CIX (GE-CIX), Global Internet Exchange & Peering Network,GE-CIX,Zurich,Europe,2015-07-02T00:00:00Z,0,0000-00-00,2019-06-16T18:45:09Z,http://www.ge-cix.net/,http://www.ge-cix.net/get-connected/asns/,
DE,452,1667,170,OCIX Düsseldorf (OpenCarrier e.G. Member IX Düsseldorf),OpenCarrier e.G. Member IX Düsseldorf,OCIX Duesseldorf,Duesseldorf,Europe,2010-07-29T00:00:00Z,20070500,0000-00-00,2019-06-19T00:34:49Z,http://www.opencarrier.eu/,,
DE,30,81,209,ECIX-BER,European Commercial Internet Exchange Berlin,ECIX-BER,Berlin,Europe,2010-07-29T00:00:00Z,20030000,0000-00-00,2019-06-16T23:58:28Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,
DE,341,1052,291,ECIX-HAM,European Commercial Internet Exchange Hamburg,ECIX-HAM,Hamburg,Europe,2010-07-29T00:00:00Z,20090121,0000-00-00,2019-06-16T23:59:46Z,https://www.ecix.net/,https://www.ecix.net/infrastructure/statistics,
