IXP_Country_ISO_Alpha2,IXPDB_ID,PCH_ID,PeeringDB_ID,IXP_name_IXPDB,IXP_name_PCH,IXP_name_PDB,IXP_City,IXP_region_continent,Date_Creation_PDB,Date_Creation_PCH,Date_Update_PCH,Date_Update_IXPDB,IXP_Website,IXP_Url_Stats,IXP_Url_Stats_PCH,Url_Stats_comments (For IXP_Url_Stats; if the PCH_url is used; there will be an *),Date_check_Stats (For IXP_Url_Stats)
CD,204,,628,KINIX (KINshasa Internet eXchange point),,KINIX,Kinshasa,Africa,2012-11-20T00:00:00Z,,,2019-06-17T22:58:15Z,http://www.ispa-drc.cd,http://www.ispa-drc.cd,,Not OK (No graph),2019/7/11
RU,489,1867,633,Sea-IX (South Russia IX),Sea-IX Internet exchange,Sea-IX,Krasnodar,Europe,2012-12-06T00:00:00Z,20121008,2019/7/28,2019-06-13T23:11:27Z,http://sea-ix.ru/,,['http://sea-ix.ru/images/stat/iptraf-daily.png'],*OK (Only daily),2019/8/8
BR,289,1444,638,S??o Jos¨¦ dos Campos (SJC) (IX.br - S??o Jos¨¦ dos Campos (SJC)),Ponto de Troca de Trafego do S??o Jos¨¦ dos Campos,IX.br (PTT.br) S??o Jos¨¦ dos Campos,Sao Jos¨¦ dos Campos/SP,South America,2012-12-17T00:00:00Z,20110000,2019/7/28,2019-06-17T14:58:12Z,http://ix.br,http://ix.br/trafego/agregado/sjc,['http://old.ix.br/stats/e3012aaf82b9f4310854c5e54aa02512/sjc/images/pix/agregado_bps-daily.png'],OK,2019/7/11
CA,398,1461,639,YYCIX (Calgary Internet Exchange),Calgary Internet Exchange,YYCIX,Calgary,North America,2013-01-02T00:00:00Z,20130103,2019/7/28,2019-08-07T13:04:58Z,http://yycix.ca,http://yycix.ca/graphs.html,"['https://www.yycix.ca/graphs/e_day.png', 'https://www.yycix.ca/graphs/e_day.png']",OK,2019/7/11
UA,165,1588,655,Giganet (Giganet),Giganet Internet Exchange,GigaNET,Kiev,Europe,2013-02-24T00:00:00Z,20120000,2019/7/28,2019-05-28T23:41:57Z,http://giganet.ua/en,http://giganet.ua/en/statistics,"['https://customer.giganet.ua/ix-daily.php', 'https://customer.giganet.ua/ix-daily.php']",OK,2019/7/11
US,268,1484,662,Phoenix-IX (Phoenix Internet Exchange),Phoenix-IX,Phoenix IX,Phoenix,North America,2013-03-12T00:00:00Z,20120901,2017/5/4,2019-06-19T00:27:20Z,http://www.phoenix-ix.net,http://phoenix-ix.net/traffic.html,,Not OK (No graph),2019/7/11
DE,431,1663,676,ECIX-FRA,European Commercial Internet Exchange Frankfurt,ECIX-FRA,Frankfurt,Europe,2013-04-09T00:00:00Z,20130408,0000-00-00,2019-08-01T13:01:12Z,https://www.ecix.net,https://www.ecix.net/infrastructure/statistics,,OK (should click the link),2019/7/11
RU,493,1988,683,YAR-IX (Yaroslavl Internet Exchange),Yaroslavl Internet Exchange,YAR-IX,Yaroslavl,Europe,2013-05-02T00:00:00Z,0,2019/7/28,2019-06-14T14:12:01Z,http://yar-ix.net,http://yar-ix.net/network/stat/,"['http://yar-ix.net/graph/total-yarix-daily.png', 'http://yar-ix.net/graph/total-yarix-daily.png']",OK,2019/7/11
AU,391,1473,691,SA-IX,South Australia Internet Exchange,IX Australia SA,Adelaide,Australia,2013-05-02T00:00:00Z,20130227,2019/7/28,2019-08-07T01:01:34Z,http://www.ix.asn.au,https://metrics.ix.asn.au,"['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=20&var-polling_interval=5m&theme=light&width=600&height=400', 'https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=20&var-polling_interval=5m&theme=light&width=600&height=400']",OK (Grafana home page linked to IX aggregates Overview and Peers),2019/7/11
GH,92,93,694,GIX - Accra (Ghana Internet Exchange),Ghana Internet Exchange,GIXA,Accra,Africa,2013-05-15T00:00:00Z,20051018,2019/4/20,2019-05-28T06:10:32Z,http://www.gixa.org.gh,http://www.gixa.org.gh/trafficgraph.html,,Not OK (404 Page not found but traffic data graphs available at http://www.gixa.org.gh/technical/statistics/),2019/7/11
BG,413,1623,699,NetIX (NetIX),NetIX,NetIX,Sofia,Europe,2013-05-26T00:00:00Z,20130101,2019/7/28,2019-06-18T22:05:46Z,http://www.netix.net,http://212.73.140.125/summary/,"['https://212.73.140.125/cacti-exports/graphs/graph_438_1.png', 'https://212.73.140.125/cacti-exports/graphs/graph_438_1.png']",Not OK (ERR_CERT_COMMON_NAME_INVALID),2019/7/11
CA,399,1316,703,MBIX (Manitoba Internet Exchange),Manitoba Internet Exchange,MBIX,Winnipeg  Manitoba,North America,2013-06-01T00:00:00Z,20130729,2019/7/28,2019-06-12T21:32:19Z,http://www.mbix.ca/,http://www.mbix.ca/statistics/,"['http://www.mbix.ca/cacti/graph_image.php?action=view&local_graph_id=372&rra_id=5', 'http://www.mbix.ca/cacti/graph_image.php?action=view&local_graph_id=372&rra_id=5']",OK,2019/7/11
BR,264,1200,705,Recife (PE) (IX.br - Recife (PE)),Ponto de Troca de Trafego do Recife,IX.br (PTT.br) Recife,Recife/PE,South America,2013-06-15T00:00:00Z,20091201,2019/7/28,2019-06-17T20:25:51Z,http://ix.br,http://ix.br/trafego/agregado/pe,"['http://old.ix.br/stats/f4a27f4bb8f3c1600fa87f7ba51f95d5/pe/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/f4a27f4bb8f3c1600fa87f7ba51f95d5/pe/images/pix/agregado_bps-daily.png']",OK,2019/7/11
BR,377,1446,706,Vit¨®ria (VIX) (IX.br -  Vit¨®ria (VIX)),Ponto de Troca de Trafego do Vit¨®ria,IX.br (PTT.br) Vit¨®ria,Vit¨®ria/ES,South America,2013-06-15T00:00:00Z,20120000,2019/7/28,2019-06-17T20:28:15Z,http://ix.br,http://ix.br/trafego/agregado/vix,"['http://old.ix.br/stats/92d46ba66e511a9ce784d1dab41911f7/vix/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/92d46ba66e511a9ce784d1dab41911f7/vix/images/pix/agregado_bps-daily.png']",OK,2019/7/11
BR,375,1442,707,Manaus (MAO) (IX.br - Manaus (MAO)),Ponto de Troca de Trafego do Manaus,IX.br (PTT.br) Manaus,Manaus/AM,South America,2013-06-15T00:00:00Z,20130100,2019/7/28,2019-06-17T08:51:50Z,http://ix.br,http://ix.br/trafego/agregado/mao,['http://old.ix.br/stats/95cde10d825361b3d70a5973ed4a6c91/mao/images/pix/agregado_bps-daily.png'],OK,2019/7/11
BR,379,,708,Natal (NAT) (IX.br - Natal (NAT)),,IX.br (PTT.br) Natal,Natal/RN,South America,2013-06-15T00:00:00Z,,,2019-06-17T20:29:10Z,http://ix.br,http://ix.br/trafego/agregado/nat,,OK,2019/7/11
BR,374,1445,709,S??o Jos¨¦ do Rio Preto (SJP) (IX.br - S??o Jos¨¦ do Rio Preto (SJP)),Ponto de Troca de Trafego do S??o Jos¨¦ do Rio Preto,IX.br (PTT.br) S??o Jos¨¦ do Rio Preto,S??o Jos¨¦ do Rio Preto/SP,South America,2013-06-15T00:00:00Z,20130100,2019/7/28,2019-06-18T12:04:56Z,http://ix.br,http://ix.br/trafego/agregado/sjp,['http://old.ix.br/stats/8ae6bb843462f9afeaad741bc2119183/sjp/images/pix/agregado_bps-daily.png'],OK,2019/7/11
BR,263,1089,710,Fortaleza (CE) (IX.br - Fortaleza (CE)),Ponto de Troca de Trafego do Fortaleza,IX.br (PTT.br) Fortaleza,Fortaleza/CE,South America,2013-06-16T00:00:00Z,20081001,2019/7/28,2019-06-17T14:41:55Z,http://ix.br,http://ix.br/trafego/agregado/ce,"['http://old.ix.br/stats/dd851cb5bcb8b5ed4ee7231a0cc6a5ec/ce/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/dd851cb5bcb8b5ed4ee7231a0cc6a5ec/ce/images/pix/agregado_bps-daily.png']",OK,2019/7/11
BR,378,1440,711,Bel¨¦m (BEL) (IX.br Bel¨¦m (BEL)),Ponto de Troca de Trafego do Bel¨¦m,IX.br (PTT.br) Bel¨¦m,Bel¨¦m/PA,South America,2013-06-16T00:00:00Z,20110600,2019/7/28,2019-06-17T20:28:40Z,http://ix.br,http://ix.br/trafego/agregado/bel,"['http://old.ix.br/stats/ff3d72ee5bf5de680178c1a0e28b8c64/bel/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/ff3d72ee5bf5de680178c1a0e28b8c64/bel/images/pix/agregado_bps-daily.png']",OK,2019/7/11
CZ,410,1758,713,Peering.cz (Commercial peering center in Prague),Peering.cz,Peering.cz,Prague  Bratislava  Vienna,Europe,2013-06-23T00:00:00Z,20121017,2018/5/1,2019-06-13T22:05:41Z,http://www.peering.cz,http://www.peering.cz/traffic,,Not OK (traffic data graphs available at https://www.peering.cz/statistics),2019/7/11
AU,394,1585,716,NSW-IX,New South Wales IX,IX Australia NSW,Sydney/NSW,Australia,2013-06-25T00:00:00Z,20130000,2019/7/28,2019-08-07T01:01:26Z,http://www.ix.asn.au,https://metrics.ix.asn.au,['https://metrics.ix.asn.au/render/dashboard-solo/db/ix-aggregates?orgId=2&from=now-1d&to=now&panelId=14&var-polling_interval=5m&theme=light&width=600&height=400'],OK (Grafana home page linked to IX aggregates Overview and Peers),2019/7/11
GB,409,1701,745,LINX Scotland,IXScotland powered by LINX,LINX Scotland,Scotland,Europe,2013-08-20T00:00:00Z,20131000,2018/8/22,2019-08-07T13:04:58Z,http://www.linx.net,http://portal.linx.net,,OK,2019/7/11
CA,386,1540,776,WPG-IX (Winnipeg Internet Exchange),Winnipeg Internet Exchange,WPGIX,Winnipeg,North America,2013-10-06T00:00:00Z,20130500,2019/3/18,2019-06-12T21:21:22Z,http://wpgix.net/,http://wpgix.net/ix-daily.png,,Not OK (Connection refused),2019/7/25
US,426,1678,777,LINX NoVA,LINX NoVa,LINX NoVA,Northern Virginia,North America,2013-10-10T00:00:00Z,20140300,2018/8/22,2019-08-07T13:04:58Z,https://www.linx.net/linx-nova,https://stats.linx.net/lans#nva1,,Not OK (404 Page not found),2019/7/25
AU,563,1958,779,IX-MEL (Melbourne IX),Megaport IX Melbourne,MegaIX Melbourne,Melbourne,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:33Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
AU,570,1916,780,IX-SYD (Sydney IX),Megaport IX Sydney,MegaIX Sydney,Sydney,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:21Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
AU,606,1957,781,IX-BNE (Brisbane IX),Megaport IX Brisbane,MegaIX Brisbane,Brisbane,Australia,2013-10-25T00:00:00Z,20130900,0000-00-00,2019-08-06T06:01:30Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
BR,497,1808,790,Lajeado (LAJ) (IX.br - Lajeado (LAJ)),Ponto de Troca de Trafego do Lajeado,IX.br (PTT.br) Lajeado,Lajeado/RS,South America,2013-10-22T00:00:00Z,20130300,2019/7/28,2019-06-14T14:18:38Z,http://ix.br/,http://ix.br/trafego/agregado/laj,['http://old.ix.br/stats/91edce7194e571c167cbb8ec1adc2e89/laj/images/pix/agregado_bps-daily.png'],OK,2019/7/25
DE,404,,796,BREM-IX (Bremen Internet Exchange),,BREM-IX,Bremen,Europe,2013-11-02T00:00:00Z,,,2019-06-13T21:41:58Z,http://www.brem-ix.net/,http://www.brem-ix.net/traffic,,Not OK (ERR_CERT_DATE_INVALID),2019/7/25
US,425,,804,DE-CIX NYC (DE-CIX New York),,DE-CIX New York,New York,North America,2013-11-13T00:00:00Z,,,2019-08-06T17:01:32Z,https://www.de-cix.net/locations/united-states/new-york,https://www.de-cix.net/locations/united-states/new-york/statistics,,OK,2019/7/25
US,419,1900,809,OmahaIX (Omaha Internet Exchange),OmahaIX,OmahaIX,Omaha,North America,2013-11-26T00:00:00Z,20140100,2019/7/28,2019-06-18T12:06:45Z,http://www.omahaix.com,,['https://www.omahaix.com/images/graph_145_1.png'],*OK (Only daily),2019/8/8
CI,205,,810,CIVIX (Cote d¡¯Ivoire Internet eXchange Point),,CIVIX,Abidjan,Africa,2013-12-06T00:00:00Z,,,2019-06-19T00:25:49Z,http://www.civix.ci,http://stats.civix.ci/cacti/graph_view.php,,OK (username: civix  password: civix),2019/7/25
BR,498,,818,Maring¨¢ (MGF) (IX.br - Maring¨¢ (MGF)),,IX.br (PTT.br) Maring¨¢,Maring¨¢/PR,South America,2014-01-08T00:00:00Z,,,2019-06-14T14:19:17Z,http://ix.br/,http://ix.br/trafego/agregado/mgf,,OK,2019/7/25
TW,185,237,823,TPIX - Taipei (Taipei Internet Exchange),Taipei Internet Exchange (TPIX),TPIX-TW,Taipei/Taiwan,Asia Pacific,2014-01-26T00:00:00Z,20020702,2019/7/28,2019-06-10T11:06:57Z,http://www.tpix.net.tw/,http://www.tpix.net.tw/traffic.html,"['https://mrtg.chief.com.tw/outputPNG.php?P=MjAxNDAxMjQwMDo6ZGF5', 'https://mrtg.chief.com.tw/outputPNG.php?P=MjAxNDAxMjQwMDo6ZGF5']",OK,2019/7/25
IN,634,,832,Mumbai IX (Mumbai IX),,Mumbai IX,Mumbai,Asia Pacific,2014-02-19T00:00:00Z,,,2019-06-16T18:46:10Z,https://www.mumbai-ix.net,https://www.mumbai-ix.net/en/graph,,OK (last updated: 2019/6/25),2019/7/25
US,656,884,833,TPA-IX (Tampa Internet Exchange),Tampa Internet Exchange,TPAIX,Tampa,North America,2014-02-22T00:00:00Z,20151005,2019/7/28,2019-06-16T20:23:03Z,http://www.tpaix.net,,['http://216.139.195.7/cacti/graph_image.php?action=view&local_graph_id=2266&rra_id=1'],*OK (Only daily),2019/8/8
AM,372,,851,ARMIX (Armenian Internet Traffic Exchange),,ArmIX,Yerevan,Europe,2014-04-06T00:00:00Z,,,2019-06-18T02:16:57Z,http://armix.am,http://mrtg.armix.am/mrtg1/,,OK (should click the figure first),2019/7/25
BR,500,1807,859,Cuiab¨¢ (CGB) (IX.br - Cuiab¨¢ (CGB)),Ponto de Troca de Tr¨¢fego do Cuiab¨¢,IX.br (PTT.br) Cuiab¨¢,Cuiab¨¢/MT,South America,2014-04-25T00:00:00Z,20140700,2019/7/28,2019-06-16T17:40:45Z,http://ix.br,http://ix.br/trafego/agregado/cgb,"['http://old.ix.br/stats/dd9ca9df6af28c1b48bd5d0d1168b1d8/cgb/images/pix/agregado_bps-daily.png', 'http://old.ix.br/stats/dd9ca9df6af28c1b48bd5d0d1168b1d8/cgb/images/pix/agregado_bps-daily.png']",OK,2019/7/25
CZ,588,,864,BR-IX (Brno Internet Exchange Point),,BR-IX,Brno,Europe,2014-05-05T00:00:00Z,,,2019-06-17T09:07:08Z,http://www.br-ix.cz,http://br-ix.cz/stats.png,,OK (just one single png graph),2019/7/25
RU,141,,876,RED-IX (RED-IX (former KRS-IX)),,RED-IX,Krasnoyarsk,Europe,2014-06-16T00:00:00Z,,,2019-06-17T20:16:18Z,http://webra.ru,http://www.red-ix.ru/members/statistics,,OK,2019/7/25
FR,434,1656,880,France-IX (FranceIX Marseille),France-IX Marseille,France-IX Marseille,Marseille,Europe,2014-06-16T00:00:00Z,20110000,2019/7/28,2019-08-05T10:01:06Z,https://www.franceix.net/en/france-ix-marseille/,https://tools.franceix.net/pops,"['https://tools.franceix.net/static/images/observium/all-mrs-1d.png', 'https://tools.franceix.net/static/images/observium/all-mrs-1d.png']",OK,2019/7/25
NA,,1784,922,,Windhoek IXP,IXP Namibia,Windhoek,Africa,2014-08-26T00:00:00Z,20140307,0000-00-00,,http://dev.ixp.org.na/,http://dev.ixp.org.na/graphs/,,Not OK (Account has been suspended),2019/7/25
US,532,1841,935,AMS-IX USA Bay Area,AMS-IX Bay Area,AMS-IX BA,San Francisco  San Jose,North America,2014-09-18T00:00:00Z,20140910,2019/7/28,2019-08-07T10:01:02Z,http://bay.ams-ix.net,,"['https://stats-ba.us.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-ba.us.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily']",*OK,2019/8/8
US,635,1878,938,TahoeIX (Tahoe Internet Exchange),Tahoe Internet Exchange ,TahoeIX,Northern Nevada,North America,2014-09-29T00:00:00Z,20140912,2019/8/7,2019-06-16T18:46:44Z,http://www.tahoeix.org,http://www.tahoeix.org#stats,['https://www.tahoeix.org/mrtg/ix_traffic-day.png'],OK,2019/7/25
TT,536,,940,TTIX,,TTIX,Barataria,South America,2014-09-29T00:00:00Z,,,2019-06-18T23:28:30Z,https://ix.tt,https://ix.tt/statistics,,OK (Only graphs for TTIX2 Sourthern IXP   no graphs for TTIX Northern IXP),2019/7/25
US,533,1847,944,AMS-IX USA Chicago,AMS-IX Chicago,AMS-IX Chicago,Chicago,North America,2014-09-29T00:00:00Z,20141007,2019/7/28,2019-08-07T10:00:59Z,https://chi.ams-ix.net,https://chi.ams-ix.net/statistics,"['https://stats-chi.us.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-chi.us.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily', 'https://stats-chi.us.ams-ix.net/cgi-bin/stats/16all?log=totalall;png=daily', 'https://stats-chi.us.ams-ix.net/cgi-bin/stats/sflow_grapher?type=ipv6;counter=bps;scale=normal;interval=daily']",Not OK (traffic graphs available at https://www.ams-ix.net/chi/documentation/total-stats),2019/7/25
US,543,,954,FL-IX (Florida Internet Exchange),,FL-IX,Miami,North America,2014-10-08T00:00:00Z,,,2019-06-17T17:38:20Z,http://www.communityix.org/index.php/about-fl-ix/,https://my.fl-ix.net/ixp_peering-flix-agg-bits-month.png,,OK (just one single png graph),2019/7/25
SG,574,1915,965,IX-SIN (Singapore IX),MegaPort IX Singapore,MegaIX Singapore,Singapore,Asia Pacific,2014-10-23T00:00:00Z,0,0000-00-00,2019-08-06T06:01:37Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
DJ,549,1929,967,DjIX (Djibouti IX),DjIX,DjIX,Djibouti,Africa,2014-11-02T00:00:00Z,20170000,2019/7/28,2019-06-18T12:15:46Z,http://www.djiboutidatacenter.com/,,['https://portal.djix.dj/grapher/ixp?id=1&type=png'],*OK (Only daily),2019/8/8
ZA,649,1840,969,NAPAfrica IX Durban (NAPAfrica),NAPAfrica Durban,NAPAfrica IX Durban,Durban,Africa,2014-11-02T00:00:00Z,20140000,2019/7/28,2019-08-07T07:02:31Z,http://www.napafrica.net/napafrica-traffic/durban-internet-exchange/,http://www.napafrica.net/napafrica-traffic/,"['https://ix.nap.africa/images/db1.png', 'https://ix.nap.africa/images/db1.png']",Not OK (404 Page not found),2019/7/25
AU,323,1008,976,ACT-IX,IX Australia ACT,IX Australia ACT,Canberra/ACT,Australia,2014-11-05T00:00:00Z,20081001,0000-00-00,2019-08-07T01:01:26Z,http://www.ix.asn.au,https://metrics.ix.asn.au,,OK (Grafana home page linked to IX aggregates  Overview and Peers),2019/7/25
NZ,586,1880,977,AKL-IX (Auckland Internet Exchange),Auckland Internet Exchange,AKL-IX,Auckland,Australia,2014-11-05T00:00:00Z,20141107,2018/10/8,2019-06-18T12:16:33Z,http://www.ix.nz,https://metrics.ix.nz/,,OK (Grafana home page linked to IX aggregates Overview and Peers),2019/7/25
NZ,572,1879,984,IX-AKL (Auckland IX),MegaPort-IX Auckland,MegaIX Auckland,Auckland,Australia,2014-11-26T00:00:00Z,20141120,0000-00-00,2019-08-06T06:01:39Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
US,653,1891,986,MidWest-IX - Indy,Midwest-IX,MidWest-IX - Indy,Indianapolis  Indiana,North America,2014-11-26T00:00:00Z,20150000,2019/7/28,2019-06-16T20:06:37Z,http://www.midwest-ix.com,,['http://indy-ixpm.midwest-ix.com/ixp/day.png'],*OK (Only daily),2019/8/8
US,662,,1006,DET-IX (Detroit Internet Exchange),,DET-IX,Detroit,North America,2015-01-12T00:00:00Z,,,2019-06-18T23:42:29Z,http://www.detroitix.com,http://stats.detroitix.com,,Not OK (Need to login),2019/7/25
AO,531,1848,1007,angonix,ANGONIX,angonix,Luanda,Africa,2015-01-12T00:00:00Z,20150309,2019/7/28,2019-06-19T21:08:40Z,http://angonix.net/,http://angonix.net/about-angonix/statistics/,['https://ixp.angonix.net/statistics/ixp_peering-angonix-bits-day.png'],OK,2019/7/25
AT,663,1979,1009,Tirol-IX (Tirol-IX),Tirol-IX,Tirol-IX,Innsbruck/Tirol,Europe,2015-01-13T00:00:00Z,0,0000-00-00,2019-06-18T23:43:05Z,http://tirol-ix.at/,http://tirol-ix.at/,,Not OK (name not resolved),2019/7/25
GB,544,,1016,LINX Cardiff,,LINX Cardiff,Cardiff,Europe,2015-01-30T00:00:00Z,,,2019-08-07T13:04:58Z,https://www.linx.net/,http://portal.linx.net,,OK,2019/7/25
BJ,545,1838,1017,Benin-IX (Benin Internet eXchange),Benin IX,BENIN-IX,Cotonou,Africa,2015-01-30T00:00:00Z,20131200,2019/8/7,2019-06-18T23:30:52Z,http://www.benin-ix.org.bj,,['https://benin-ix.org.bj/graphs/aggregate-day.png'],*OK (Only daily),2019/8/8
FR,564,2021,1019,AuvernIX (AuvernIX),AuvernIX,AuvernIX,Clermont-Ferrand,Europe,2015-01-30T00:00:00Z,20121030,2019/7/28,2019-08-07T13:04:58Z,http://www.auvernix.org,http://www.auvernix.org/nos-outils/,['http://traf.auvernix.net/traffic.png'],OK,2019/7/25
CR,541,,1023,CRIX (NIC Costa Rica - Academia Nacional de Ciencias),,CRIX,San Jose,North America,2015-02-07T00:00:00Z,,,2019-08-07T13:04:58Z,https://www.crix.cr/,https://www.crix.cr/estadisticas,,OK,2019/7/25
TH,587,1866,1025,Bangkok Neutral Internet Exchange (BKNIX),Bangkok Neutral Internet Exchange,BKNIX,Bangkok,Asia Pacific,2015-02-16T00:00:00Z,20150209,2019/7/28,2019-08-07T13:04:58Z,https://bknix.co.th,https://bknix.co.th/en/statistics,"['https://bknix.co.th/data/images/traffic/current_total_ix.png', 'https://bknix.co.th/data/images/traffic/current_total_ix_v6.png', 'https://bknix.co.th/data/images/traffic/current_total_ix.png', 'https://bknix.co.th/data/images/traffic/current_total_ix_v6.png']",OK,2019/7/25
RW,295,,1032,RINEX (Rwanda Internet Exchange),,RINEX,Kigali,Africa,2015-03-02T00:00:00Z,,,2019-08-07T13:04:58Z,http://www.rinex.org.rw,http://rinex.org.rw/spip.php?page=aggregate_traffic,,OK,2019/7/25
BG,731,1978,1056,IX-SOF (Sofia IX),Megaport MegaIX Sofia,MegaIX Sofia,Sofia,Europe,2015-04-06T00:00:00Z,20160600,0000-00-00,2019-08-06T06:01:46Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
AT,553,,1073,SAIX (Salzburg Internet eXchange),,SAIX,Salzburg,Europe,2015-05-20T00:00:00Z,,,2019-06-17T15:25:18Z,https://www.saix.at/,https://www.saix.at/statistics.html,,OK,2019/7/25
US,665,1077,1086,MASS IX (MASS IX),Massachusetts Internet Exchange,MASS-IX,Boston,North America,2015-05-12T00:00:00Z,20150514,2019/7/28,2019-06-19T00:40:34Z,http://www.mass-ix.net,http://www.mass-ix.net/peering.html#stats,"['http://portal.mass-ix.net/mass-ixp64-day.png', 'http://portal.mass-ix.net/mass-ixp64-day.png']",OK,2019/7/25
CH,632,1982,1094,GE-CIX (GE-CIX), Global Internet Exchange & Peering Network,GE-CIX,Zurich,Europe,2015-07-02T00:00:00Z,0,0000-00-00,2019-06-16T18:45:09Z,http://www.ge-cix.net/,http://www.ge-cix.net/get-connected/asns/,,Not OK (No graph),2019/7/25
TN,370,1474,1105,TunIXP (Tunisian Internet eXchange),Tunisian Internet Exchange Point,TunIXP,Tunis,Africa,2015-07-02T00:00:00Z,20110000,2015/3/5,2019-06-18T02:16:22Z,http://www.ati.tn/TunIXP/,http://webmaster@ati.tn,,Not OK (Coming soon),2019/7/25
IT,558,1890,1131,DE-CIX PMO (DE-CIX Palermo),DE-CIX Palermo,DE-CIX Palermo,Palermo,Europe,2015-08-26T00:00:00Z,20150902,2019/7/28,2019-07-15T09:02:23Z,https://pmo.de-cix.net,https://www.de-cix.net/en/locations/italy/palermo/statistics,['https://www.de-cix.net/traffic_PMO-2days-440-125.png'],OK,2019/7/25
ES,667,,1146,ESPANIX Madrid Upper LAN,,ESPANIX Madrid Upper LAN,Madrid,Europe,2015-10-01T00:00:00Z,,,2019-06-17T09:10:51Z,http://www.espanix.net,http://stats.espanix.net/,,OK,2019/7/25
FR,559,1894,1149,DE-CIX Marseille (DE-CIX Marseille),DE-CIX Marseille,DE-CIX Marseille,Marseille,Europe,2015-10-09T00:00:00Z,20150900,2019/7/28,2019-06-16T23:23:48Z,https://mrs.de-cix.net,https://www.de-cix.net/locations/france/marseille/statistics,"['https://www.de-cix.net/traffic_MRS-2days-1170-400.png', 'https://www.de-cix.net/traffic_MRS-2days-1170-400.png']",OK,2019/7/25
TR,560,1895,1150,DE-CIX Istanbul (DE-CIX Istanbul),DE-CIX Istanbul,DE-CIX Istanbul,Istanbul,Europe,2015-10-09T00:00:00Z,20150000,2019/7/28,2019-06-16T17:46:06Z,https://www.de-cix.net/locations/turkey/istanbul,https://www.de-cix.net/locations/turkey/istanbul/statistics,"['https://www.de-cix.net/traffic_IST-2days-1170-400.png', 'https://www.de-cix.net/traffic_IST-2days-1170-400.png']",OK,2019/7/25
RU,668,,1154,SFO-IX (SFO-IX),,SFO-IX,Barnaul  Novosibirsk,Europe,2015-10-22T00:00:00Z,,,2019-06-17T15:34:33Z,http://www.milecom.ru,http://sfo-ix.ru/statistika.html,,OK,2019/7/25
ES,724,1951,1160,NIXVAL (Neutral Internet Exchange Valencia),Neutral Internet Exchange Valencia,NIXVAL-ix,Valencia,Europe,2015-11-02T00:00:00Z,20090000,2019/7/28,2019-06-16T21:48:15Z,https://www.nixval.com/en/internet-exchange/,https://www.nixval.com/internet-exchange/#1461682919055-d347c803-0192,"['https://ixp.nixval.com/mrtg/ixp_peering-nixval_ixp-bits-day.png', 'https://ixp.nixval.com/mrtg/ixp_peering-nixval_ixp-bits-day.png']",Not OK (No graph),2019/7/25
CA,669,1882,1169,YEGIX (YEGIX),YEGIX Edmonton Internet Exchange,YEGIX,Edmonton,North America,2015-11-02T00:00:00Z,20150130,0000-00-00,2019-06-18T23:44:25Z,http://www.yegix.ca/,http://www.yegix.ca/,,Not OK (No graph),2019/7/25
CN,582,,1172,CHN-IX Beijing,,CHN-IX Beijing,Beijing,Asia Pacific,2015-12-01T00:00:00Z,,,2019-06-16T18:28:25Z,http://www.chn-ix.net,http://chn-ix.net/serviceability.html,,OK,2019/7/25
US,613,2008,1174,IX-SEA (Seattle IX),Megaport Seattle,MegaIX Seattle,Seattle,North America,2015-12-08T00:00:00Z,0,0000-00-00,2019-08-06T06:01:41Z,https://megaport.com,https://www.megaport.com/services/ix-statistics/,,OK (Main page that has links to all the traffic graph of several IXPs),2019/7/25
